Daftar titik yang dibangkitkan :

(21.13, 712.3, -482.55, 708.56, 243.97, -31.45, -895.23),
(728.69, 219.63, -443.97, 41.06, 554.77, 489.57, 924.88),
(-330.5, 201.06, 878.86, 426.53, -87.47, -466.03, -347.12),
(92.3, 409.46, 73.78, 784.3, 948.98, -882.18, 131.95),
(736.99, -243.75, -626.85, -286.8, 217.33, 980.4, 244.54),
(417.05, -343.39, -564.23, 91.43, -705.23, -351.3, 467.71),
(994.65, -419.6, 522.18, -740.34, -423.29, 951.02, -49.09),
(602.38, 183.99, 560.17, -926.81, 37.36, 10.28, 688.09),
(-70.71, -270.29, 424.71, -459.18, 342.41, 891.59, 314.73),
(-754.96, -961.34, 451.01, 698.31, 826.95, 740.82, 333.28),
(530.09, -865.36, -121.62, -430.88, 241.96, -670.46, -749.51),
(-911.58, -784.73, 550.71, 594.8, -337.79, 899.96, 432.55),
(527.49, 966.14, 25.43, -425.09, 195.67, -335.6, -985.86),
(506.05, 83.85, 754.64, -486.45, 245.67, -579.84, 783.81),
(330.21, 437.83, 231.24, -195.34, -5.18, -531.0, 695.81),
(-672.66, -133.83, -829.7, -848.83, -287.75, 58.54, 411.72),
(910.23, 450.1, 729.88, -746.76, -93.52, -867.01, 363.61),
(-799.78, -943.49, 896.21, -568.23, 998.92, 782.88, -855.97),
(25.72, -606.16, -708.27, -25.39, 465.86, 579.38, 244.05),
(-692.59, 500.56, -114.18, -804.99, -645.7, -286.64, -968.99),
(587.83, 272.67, -439.78, 847.39, 264.76, 834.69, -965.73),
(113.84, 128.21, -501.48, -627.56, -842.43, -7.27, 319.71),
(680.85, 466.51, 392.06, -84.69, 706.01, 317.41, -538.77),
(280.24, 219.76, -409.81, 471.81, 784.68, -947.24, -639.55),
(913.69, -656.23, -379.61, -24.22, 437.74, -431.72, -930.83),
(-0.9, 748.84, -633.84, 938.3, 963.66, -3.15, 55.83),
(410.21, 622.7, -979.82, -517.75, -655.08, -836.62, -573.6),
(140.6, -875.03, -112.38, -560.94, -819.14, -610.4, -559.27),
(-809.43, -619.15, -914.5, 977.44, -668.27, -808.76, -776.86),
(-944.91, 618.36, -965.5, 989.44, -642.45, 720.04, 231.96),
(701.69, -568.54, 352.19, 972.07, 456.35, -252.16, 483.57),
(84.01, -205.16, 893.97, -945.9, 339.81, -521.78, 57.67),
(-68.78, 388.83, 530.29, 991.69, 797.04, 912.86, 495.04),
(365.01, -986.04, -91.28, -209.6, 421.59, -689.03, 962.64),
(-164.86, -815.65, -964.57, 60.94, -371.4, -182.81, 232.4),
(-939.77, 274.06, -249.41, 44.79, 147.93, -49.53, 366.08),
(-918.12, 141.94, -242.85, -371.24, 602.32, -122.45, -348.52),
(-518.3, -308.47, -623.5, -501.17, 59.59, -86.71, 101.77),
(959.25, 155.64, 514.48, 182.06, 926.66, -714.2, 67.41),
(-663.9, 823.77, -671.19, -638.26, 128.79, 871.41, -381.79),
(-915.1, -168.06, 628.46, 343.52, 955.43, 646.84, 509.73),
(210.36, 557.3, -331.8, 651.81, 129.28, -473.3, 276.95),
(848.05, -709.0, -391.21, -143.65, 720.26, 499.61, -689.37),
(556.46, 19.54, -928.55, 356.64, 462.97, -140.8, -216.82),
(-619.17, -890.51, 241.28, -788.86, 226.1, -446.25, 299.94),
(101.17, 504.11, 984.09, -752.51, -660.26, -564.79, -471.25),
(817.53, -14.85, -688.35, 706.28, -348.29, 551.22, 458.25),
(362.23, -613.37, -549.59, 147.54, -119.08, -919.3, 522.42),
(-752.02, 215.35, -662.09, 939.1, 821.64, 913.88, -638.36),
(-987.12, -797.57, 28.29, -636.29, -541.23, -225.46, 621.89),
(70.45, -744.44, -311.4, 488.91, 666.26, 767.41, -33.91),
(-987.25, -89.54, -268.85, -860.24, -53.54, 268.53, -137.31),
(926.32, -719.71, 570.44, -94.69, 998.14, 815.81, -955.31),
(927.77, -299.42, 8.37, 490.85, -189.12, -426.87, 476.89),
(-635.05, 671.55, -388.98, 138.93, -50.76, 84.47, -580.2),
(-106.61, -609.89, 518.25, -295.15, 47.6, 662.27, 414.05),
(702.66, -649.57, 807.87, 603.02, -49.2, 151.82, -421.79),
(-980.09, -938.48, 132.9, -471.27, -420.89, 208.46, 584.91),
(654.34, 626.95, -89.26, 597.85, -171.83, -606.87, 343.05),
(-74.79, 646.12, -460.52, 72.34, -413.34, 801.37, -988.31),
(769.16, -222.82, 218.57, -134.13, 257.38, 177.19, 370.98),
(-129.76, -271.73, 700.95, -78.49, -288.5, -652.17, -355.7),
(-788.48, -966.62, -509.94, -345.08, -575.37, 617.6, -554.88),
(-759.24, -104.94, -364.91, 898.96, -883.15, -269.51, 824.1),
(-307.77, -91.75, 300.45, -119.74, 358.93, -719.63, 716.2),
(-627.56, 587.88, -895.62, -929.98, -624.57, -183.65, 0.27),
(-69.76, 567.5, -936.38, -428.54, -513.87, -733.19, 649.65),
(361.81, 516.41, 551.03, -950.72, -690.32, -246.38, 396.6),
(-818.92, -817.71, -987.47, 397.2, -880.12, -855.25, -519.65),
(475.5, -90.68, 554.12, -435.75, 557.25, -426.68, 738.0),
(-766.19, 436.37, -818.16, -841.56, -743.18, 217.85, 240.97),
(-320.6, -794.48, 645.97, 243.1, 807.52, -47.51, -265.38),
(76.65, 228.6, 654.12, -565.77, 290.2, -458.51, 737.22),
(910.7, -962.93, -760.37, 922.69, -311.2, 235.12, -895.9),
(-498.68, -475.04, 385.68, 734.89, 911.2, -748.0, 32.02),
(294.91, 326.9, 487.35, -129.39, -899.81, -392.35, 745.96),
(-135.12, -888.97, -803.42, -208.07, -532.07, -550.2, 123.72),
(609.78, 881.62, 991.58, 361.97, 675.44, -635.48, 778.45),
(133.42, -33.86, -586.61, -810.12, 608.3, 22.4, -983.82),
(-148.14, 597.61, -565.0, -555.53, -344.85, -223.03, 974.3),
(-652.45, -141.77, 170.48, 386.93, 166.71, -126.16, -797.61),
(-193.36, 790.05, 320.29, 622.93, -952.27, 92.76, -6.62),
(-33.39, -682.72, -902.39, -709.47, 711.65, 678.65, 225.93),
(-83.02, 221.77, -823.79, -849.31, 251.97, -497.54, -150.73),
(299.47, 43.76, 988.24, -265.5, -823.8, -543.62, 909.06),
(-165.91, -488.54, -36.92, -570.96, 564.79, -749.31, 204.5),
(66.13, 191.53, 390.22, 403.47, -736.1, 621.55, 999.4),
(468.38, 92.33, 111.38, -79.77, 666.58, 477.83, 957.85),
(634.17, 638.1, -537.6, 904.27, -303.36, 152.21, -198.6),
(-242.84, -502.03, -564.5, 356.26, -813.39, -145.42, 33.64),
(-179.42, -558.59, 841.47, 236.14, -895.48, -997.04, -51.04),
(865.31, 709.41, 918.08, 291.7, 535.59, 274.62, 681.53),
(346.38, -81.86, 756.4, -874.79, -818.98, -136.77, -917.07),
(-415.97, -548.36, -106.77, 937.24, -139.8, -334.04, -489.71),
(637.59, 791.57, 546.15, -796.37, -875.94, -616.75, 817.22),
(-279.3, -178.46, -81.98, 117.31, -173.44, 781.82, 268.71),
(371.6, 985.49, -199.21, -717.33, 894.72, 964.11, -644.72),
(450.46, 302.0, -102.22, -715.29, 429.32, -498.38, -35.81),
(162.42, -927.04, -862.45, -980.58, 694.09, -898.29, 439.96),
(-553.2, -202.09, 944.82, 431.31, 909.69, 881.65, 400.18),
(-211.88, -580.55, -320.82, -346.56, 993.37, 613.27, -184.0),
(-723.61, -206.18, -744.65, 179.71, -984.08, -127.07, -902.73),
(962.95, 756.7, -402.03, -490.66, 678.42, 264.35, -513.47),
(-842.31, 32.68, 226.51, 212.59, -373.6, 226.65, 208.51),
(-864.22, 555.92, -113.54, 961.14, 256.8, -571.75, 642.61),
(816.81, 233.65, 999.64, -151.41, -959.67, 977.64, 347.55),
(-249.33, 354.04, -451.37, -597.66, 948.13, -513.69, 552.12),
(713.83, 110.84, -193.88, 842.62, 305.65, -300.4, 715.08),
(976.58, 852.57, -719.05, 593.35, -880.72, -173.57, 979.57),
(-438.67, 211.0, -571.87, -449.78, 327.74, 960.71, -220.62),
(-395.11, 629.56, 376.49, 739.12, 41.8, 693.77, 613.21),
(262.11, -13.05, -7.92, 169.07, 831.6, 845.85, -58.64),
(-641.83, -674.43, 776.58, -907.99, 644.09, -876.57, 495.3),
(-458.52, 564.74, 344.2, 828.95, -612.6, 301.98, 611.13),
(865.79, 2.43, 863.28, -131.5, -126.49, 414.85, -817.76),
(-349.94, -224.98, 798.61, 264.74, -881.32, -902.68, 612.74),
(-466.71, 460.17, -287.63, -831.77, 172.44, 328.47, 682.96),
(944.84, -544.13, -930.35, -933.67, -830.03, 58.14, -35.3),
(-114.68, -409.68, 500.61, 619.2, -421.15, 314.49, 767.0),
(-169.17, -726.13, -421.94, 463.9, -833.06, 882.55, 85.13),
(310.17, 111.82, 269.2, -75.12, 875.79, 327.0, 317.76),
(321.05, -697.2, 441.59, -649.25, -930.38, -915.18, 279.25),
(-461.15, 371.11, -977.59, -257.96, 215.54, 583.49, -898.2),
(-795.22, 831.57, -962.44, 279.23, 315.69, 70.74, 483.6),
(932.85, -795.88, -383.05, 525.77, 804.07, 607.1, -889.3),
(583.95, -611.12, 836.25, -112.71, -564.91, -95.25, 499.4),
(-633.71, 856.46, -74.76, -981.12, -734.47, 783.91, 778.77),
(-154.7, 174.18, -564.25, -368.87, -552.89, -287.94, 529.24),
(-299.21, -810.67, -141.58, 708.04, -487.53, -170.71, 132.32),
(-441.34, 250.28, -829.82, -495.87, 329.47, -830.9, -294.44),
(-994.59, -214.32, 101.98, 585.83, -197.05, 932.37, -420.36),
(-618.5, 83.5, 597.31, 988.61, -421.08, 161.43, 87.85),
(-408.05, 321.6, 412.83, -33.18, 436.56, 642.15, 163.91),
(-873.96, -751.09, 133.87, -474.13, -946.32, -558.72, -121.46),
(-589.57, -491.98, 373.32, 75.21, 533.47, 200.08, 962.89),
(-179.85, 33.24, -979.19, -780.37, 546.2, 382.92, -418.87),
(-447.71, -735.13, -377.8, -515.84, 206.41, -761.41, 421.42),
(934.16, 170.55, -94.98, 29.72, 157.59, 660.88, 72.45),
(403.46, 358.88, 455.62, 913.17, 250.52, -752.27, -965.04),
(-647.5, 516.29, 318.36, -155.95, 433.49, -230.93, -188.84),
(-988.46, -237.04, 171.57, -359.45, -481.14, 519.91, -937.25),
(931.75, 376.98, 664.98, 125.07, 744.63, -716.15, -936.72),
(-171.48, -201.88, -720.29, -470.53, -698.87, 910.69, -786.63),
(-614.03, 387.42, -658.63, -933.6, -938.65, -105.15, -797.74),
(-758.63, 749.93, -528.41, -740.95, 71.53, 56.91, -351.54),
(582.39, -10.92, -674.19, -972.22, -746.98, 500.59, 852.36),
(-845.92, 933.95, 549.2, 593.44, -182.66, 835.79, 967.01),
(-64.65, 669.5, -196.29, -191.89, 107.94, 395.82, 323.61),
(597.9, -615.17, 396.19, 88.44, -352.05, 902.56, -399.83),
(-619.1, -263.76, 653.55, 693.37, -123.29, 866.45, -231.5),
(254.55, 605.76, -918.44, 921.21, -512.53, 516.74, 817.48),
(620.74, 881.76, 832.07, -76.92, -49.7, -915.23, -655.45),
(42.79, -604.43, -507.74, -533.52, -893.77, -324.3, -722.67),
(430.43, -665.01, 673.32, -700.64, 296.67, -982.31, 664.82),
(-707.78, 639.04, 481.8, 409.12, -859.33, 975.12, -382.24),
(758.36, 816.52, -414.79, 940.0, -830.49, 254.68, 703.16),
(432.98, 561.32, 980.48, 511.9, -515.03, -756.56, -475.92),
(-262.87, -762.72, -934.25, 420.78, 182.7, -592.84, 663.48),
(-263.83, 391.18, 466.12, -202.39, 16.27, 587.79, -47.35),
(310.2, 535.42, 490.75, -384.26, 374.22, -817.09, 120.92),
(-405.55, -128.62, -766.14, -816.15, -42.61, -781.36, 57.5),
(-766.32, -199.31, 241.95, -285.77, -326.34, -540.06, 878.91),
(-532.34, 389.1, 882.53, 881.29, 250.94, -659.02, 669.0),
(-43.21, -616.58, -665.95, -135.49, -608.48, 618.22, -923.49),
(907.99, -30.78, -370.13, -671.05, 676.57, 519.11, 553.44),
(400.11, 264.32, 911.78, 617.38, -294.49, -789.69, -906.49),
(838.24, 6.35, 448.01, -215.94, -308.73, -477.37, 499.72),
(188.45, 646.14, 775.77, -419.1, 939.31, 407.52, 696.09),
(898.05, 3.02, -850.43, 625.46, 46.88, 831.65, -103.69),
(752.05, -788.42, -324.59, -654.54, -578.37, 449.08, -713.64),
(439.86, 585.46, -220.3, 910.3, 865.47, 220.65, 880.38),
(264.97, 666.87, 20.08, 727.86, -882.77, 150.49, -878.6),
(-667.29, -305.31, -79.11, 672.81, -862.74, 993.34, 490.73),
(454.2, 586.74, 119.1, -369.12, 384.11, 237.05, -448.45),
(-125.58, 696.55, 88.28, -737.15, -663.29, -545.6, -259.12),
(-744.08, 203.5, 449.79, -120.4, -34.25, -26.69, -392.18),
(617.92, -489.16, 984.6, 374.79, -944.99, 371.29, -889.54),
(133.47, -784.58, 968.0, -560.96, 38.5, 692.98, -344.08),
(-675.68, -50.8, 403.98, 185.88, 955.74, -573.61, -143.94),
(558.49, -521.32, -621.88, -692.73, -962.14, -769.01, -174.12),
(-776.24, 245.98, 447.15, 265.89, 728.11, 561.68, 874.73),
(-708.93, 575.27, 959.99, 774.73, 305.87, 199.49, -872.28),
(-84.22, -123.88, 368.77, 407.47, -227.24, 488.81, -242.04),
(-360.76, -952.24, -894.06, -971.58, -782.11, -542.34, -967.23),
(15.5, -989.46, -82.51, 239.51, -632.71, -119.67, -526.23),
(-537.77, -594.48, 184.7, -516.1, 489.2, 397.02, 853.36),
(918.21, -842.96, -378.04, -57.61, -781.82, -259.75, -193.18),
(380.24, 252.11, -549.28, -185.14, 636.64, 270.5, -25.33),
(-423.22, -461.9, 53.93, -161.63, -788.11, -24.71, 861.73),
(-819.56, -749.51, -698.58, -476.43, 312.63, 75.62, 239.79),
(317.6, -398.65, 314.84, -763.78, 726.58, -940.09, 321.49),
(48.0, -752.49, -440.99, 749.46, -519.84, -373.17, -539.82),
(451.29, 191.28, -271.6, -986.1, 85.08, 436.05, 706.69),
(360.57, -87.55, -719.71, 943.19, 672.32, 871.19, 745.44),
(-120.75, -759.23, -166.71, 222.93, -583.65, -388.8, -720.88),
(-865.99, -825.04, -923.1, -365.54, -691.27, -861.99, -714.21),
(208.03, -249.25, -662.26, -695.28, -819.07, -572.35, 946.14),
(705.69, 963.72, -36.15, 98.01, -885.61, 746.91, -548.12),
(612.56, -519.1, 814.84, -932.31, -891.09, -737.47, -70.31),
(-536.41, 244.13, 432.31, 581.61, -90.19, -868.16, 377.03),
(16.33, -565.91, -325.61, 751.62, -422.79, -760.32, -435.18),
(-695.79, 519.52, -758.84, 19.79, -87.44, 911.71, -721.87),
(28.11, 843.28, 640.49, 786.53, -602.72, -730.67, 566.08),
(-230.03, 18.01, 279.3, 348.92, -898.8, -514.89, 324.36),
(830.56, 667.87, -710.92, 214.96, 376.76, -437.1, 415.95),
(563.96, 324.79, -938.05, -608.47, 609.13, 999.17, 401.46),
(-554.68, -112.41, -99.03, -787.92, -416.7, 226.8, 979.73),
(-557.47, -469.87, 545.94, -172.1, -849.1, 850.09, 458.95),
(22.29, 573.44, -252.53, 899.08, -82.82, -587.5, 880.11),
(663.92, 24.0, -528.59, -473.54, 830.41, 871.8, -10.68),
(418.93, -929.37, -637.16, 679.82, -207.59, 862.4, 589.34),
(-503.39, 47.12, -251.15, 863.71, -143.12, 636.16, -437.63),
(128.59, -663.85, 143.97, 178.05, 10.39, -5.33, -149.06),
(288.66, 547.28, -116.87, 306.81, -329.04, -50.61, 405.55),
(801.01, 804.05, 206.69, -287.43, 713.25, 343.88, -438.63),
(-89.02, 363.6, -491.31, 301.5, -372.72, -815.05, -280.23),
(-217.63, 667.48, -515.05, -359.69, -226.47, -924.42, 883.45),
(778.32, 627.2, -236.03, 230.51, 916.11, -416.54, -846.3),
(-976.35, -796.1, -841.71, 117.09, -80.87, -799.04, -209.03),
(666.78, 269.94, 862.94, 757.05, 449.64, -621.23, 683.38),
(871.04, -734.79, -289.96, -170.62, 255.01, 887.8, -335.17),
(360.27, 41.73, 299.22, 880.3, 752.89, -104.57, 369.66),
(664.77, 852.86, -147.94, -788.01, 131.16, 654.52, -224.95),
(-71.27, -308.06, -52.21, -474.28, 819.35, -509.25, -80.71),
(-194.74, 374.22, 250.96, 771.27, 501.23, -651.95, 511.22),
(951.26, 520.52, -827.84, 323.82, 434.59, 916.48, 287.04),
(491.59, -584.44, -77.11, 515.88, -590.64, 15.5, 188.83),
(421.82, -63.52, -587.49, 500.68, 449.71, 174.19, 420.53),
(974.73, 661.43, -234.03, 560.82, 949.05, 33.97, -530.8),
(18.99, -199.73, -135.79, -177.8, 798.3, -481.16, 981.79),
(674.26, 936.26, -356.3, 676.5, -291.95, 250.14, -670.69),
(171.79, 909.38, 344.09, 848.37, -463.0, 196.13, -231.22),
(520.67, -313.95, -524.27, 929.55, 204.33, 116.0, 997.1),
(-266.58, 773.31, 616.8, 503.0, 287.1, -229.33, 340.47),
(621.63, -153.43, 934.67, -789.76, -873.39, -596.75, -291.73),
(-10.66, -533.38, 17.82, -736.97, -503.67, -95.18, -35.55),
(-336.42, 205.79, 635.17, 805.09, -790.97, -755.45, -957.59),
(563.94, 982.01, -29.71, -204.1, -278.75, -791.61, 906.2),
(-72.58, -212.33, -254.14, -388.55, 765.77, 259.18, -178.94),
(684.58, 990.59, -187.8, -276.6, 904.63, -825.87, -625.6),
(419.66, -272.67, 405.18, -427.13, -495.02, -679.24, -988.86),
(-997.85, -888.35, 76.23, -434.61, 712.03, 637.77, -729.59),
(-625.43, 294.6, 181.31, 344.33, 689.36, 276.6, -712.46),
(327.22, -453.6, 874.72, -79.4, -296.03, -977.89, 702.32),
(-281.27, 705.53, 594.09, 334.75, 256.65, 826.2, 123.71),
(579.94, 991.92, 328.72, 648.28, -895.47, 34.38, -67.09),
(-241.83, -505.46, 196.27, 364.62, 970.64, -827.4, 160.62),
(644.28, -757.13, -934.89, 735.14, 996.55, 343.76, -710.48),
(750.93, 77.08, 809.08, 511.2, 1.65, -484.0, 700.59),
(759.07, 104.01, 339.07, 233.86, -439.89, 878.36, 601.84),
(65.17, 152.48, -816.96, -622.68, -929.19, -811.21, 26.17),
(-81.21, 69.69, 504.31, -642.74, 413.7, -939.53, 303.75),
(867.9, -526.66, -75.16, -778.92, -714.76, 110.69, -624.24),
(-959.33, 55.61, -721.07, 978.01, 305.57, -995.74, -837.84),
(-51.09, 308.74, 9.36, 32.18, 891.49, -611.83, -597.06),
(877.53, 777.51, 251.46, -201.63, -206.68, -156.56, -917.52),
(444.65, 166.38, -196.67, -449.4, -346.3, -105.32, 782.98),
(417.83, 475.07, -535.19, 458.99, -163.51, -626.48, -221.88),
(-403.05, -801.99, -811.24, -125.2, 975.41, -510.29, 446.37),
(-404.26, -532.79, 361.21, 14.9, 728.24, 600.51, 439.24),
(-267.91, 162.2, 436.26, 905.97, -732.34, 123.76, 826.01),
(-707.39, -859.56, 744.67, 713.83, 508.13, -909.68, 275.29),
(-524.38, -649.8, 165.56, -685.81, 955.65, 675.05, -246.33),
(595.39, -694.3, 812.07, 61.53, -230.79, 927.85, 925.01),
(-854.99, -544.93, -540.84, -885.51, 739.77, -845.39, 411.68),
(-459.01, 452.64, -398.62, -235.25, -56.37, 526.89, 41.31),
(411.13, -249.81, 937.78, -306.33, 473.23, -28.35, -560.23),
(412.55, 973.53, 641.83, 464.86, -458.4, -597.02, 821.77),
(-17.37, -346.38, -812.8, 797.89, -92.75, -334.65, 427.33),
(-854.71, -544.61, 658.07, -939.45, -882.31, 299.19, 865.75),
(786.64, -846.07, 934.8, 981.38, 593.63, 829.79, -260.5),
(-841.1, -776.2, -62.73, 678.46, 554.95, 647.47, 687.07),
(-129.98, 903.38, -317.78, 255.48, -135.76, 836.91, 361.15),
(-486.12, -647.16, 336.99, 994.05, -296.06, 795.01, -987.43),
(-235.94, -10.49, 670.47, -970.89, 813.27, 581.86, 998.45),
(-422.45, -556.73, 134.92, -867.99, 790.77, -248.56, -462.63),
(792.53, 556.93, -199.9, 455.47, 93.1, 288.27, -430.56),
(-352.0, 927.67, 140.75, -512.23, 586.5, -166.73, 427.99),
(209.38, -45.6, 39.98, -639.07, -395.79, -947.93, -44.75),
(-865.59, 517.23, 321.37, -564.67, -835.49, -715.63, -150.2),
(80.18, 518.07, -508.17, -194.5, 560.1, 20.58, 838.94),
(432.66, -877.99, -782.04, -35.41, -619.68, -315.2, -226.99),
(397.57, 55.25, -246.85, -769.38, 820.82, 315.62, 869.75),
(-579.11, -957.4, 478.47, 897.2, 538.54, -798.14, 14.56),
(-275.05, 378.46, -568.09, 90.35, 988.59, 235.08, -957.8),
(-180.08, 24.61, 830.63, -568.08, -296.7, 902.61, -880.02),
(-278.2, -612.55, 260.69, 999.53, 940.23, 587.37, -65.39),
(45.49, 221.83, 404.33, 463.04, 477.17, 436.4, -995.74),
(250.78, -201.85, 943.27, -387.46, 496.4, -715.87, -512.1),
(639.73, -548.4, -518.21, 49.9, 47.53, 64.31, -630.56),
(187.15, 629.61, -715.27, -73.24, -503.45, 618.05, -723.93),
(544.12, 385.01, -220.12, -910.19, -891.62, -129.61, 757.98),
(-167.5, -908.6, -875.79, 631.82, -165.1, 526.65, 121.77),
(-673.75, 543.01, 240.57, -553.33, 261.21, 189.09, 124.44),
(-788.1, 699.02, 833.17, 236.13, 587.67, -226.21, -799.63),
(-735.84, -593.81, 614.24, -707.55, -521.5, 301.44, -735.79),
(271.75, 632.98, 77.65, -542.62, 424.96, -464.74, 35.38),
(989.02, -560.9, -56.27, 696.11, -746.56, -384.76, 966.94),
(-882.81, 929.36, 213.88, 592.91, -566.8, -97.28, 41.2),
(-90.26, -596.49, 76.89, 726.55, -926.36, 360.81, 279.24),
(-152.38, 108.55, -931.44, -445.02, -700.64, 91.16, -276.62),
(-88.64, 465.32, -174.55, 287.92, 438.79, 232.33, -48.69),
(-832.51, 284.22, 743.18, 416.32, 951.44, 289.67, 401.1),
(218.97, -397.39, -339.89, 254.85, -924.71, -990.06, -715.33),
(-24.18, 452.55, -252.62, -997.31, -693.32, -948.63, 212.24),
