Daftar titik yang dibangkitkan :

(123.14, 157.32, -802.69),
(189.21, -724.05, 183.97),
(-381.21, 787.57, -132.8),
(-917.62, -74.2, -947.86),
(168.98, 106.73, -144.22),
(-365.32, -574.91, 658.3),
(273.32, 209.9, -278.39),
(-961.0, 140.58, 873.45),
(-299.65, 257.68, -577.75),
(281.1, 610.21, 850.6),
(941.39, -634.07, 773.15),
(953.91, 38.99, 415.58),
(646.53, -777.97, -913.64),
(528.22, -173.41, -740.32),
(-677.03, 693.23, -235.44),
(710.26, 855.43, 319.02),
(826.25, 722.16, -279.95),
(823.46, -10.43, 597.87),
(-211.56, -184.82, -391.9),
(823.74, 111.23, 662.76),
(-593.13, -338.49, 978.12),
(-236.14, 119.34, 24.32),
(429.79, -128.43, 957.14),
(783.25, -329.28, -346.51),
(-746.48, 82.65, -779.73),
(-225.41, -898.92, 7.37),
(637.26, -738.45, -990.35),
(863.95, 825.42, -554.42),
(-487.96, 327.32, 590.43),
(419.39, 630.78, 89.53),
(46.2, 237.05, -183.81),
(610.99, -483.77, -592.36),
(-398.66, -670.8, -183.72),
(-951.9, -177.6, 215.03),
(538.02, -586.65, -846.35),
(-536.34, 58.1, -488.61),
(597.96, 946.68, 879.12),
(-24.27, 895.29, 195.68),
(600.43, 714.38, -295.46),
(-33.46, 363.71, 888.67),
(-374.84, -853.17, 514.53),
(-919.9, 435.48, -807.84),
(-284.08, 657.11, -106.25),
(-937.83, -128.97, -650.73),
(-353.91, -0.36, -910.53),
(516.89, 92.02, 550.95),
(323.69, -692.85, 440.56),
(-586.05, -487.3, -54.18),
(858.78, 835.45, 129.16),
(366.77, 894.5, 74.36),
(-336.86, -882.38, 47.54),
(-910.04, 416.54, -150.81),
(249.29, -721.08, 364.46),
(-187.96, -118.39, -170.35),
(-192.28, -248.68, -364.13),
(-299.83, 23.33, 67.59),
(397.76, -45.89, -133.71),
(-675.64, -248.93, -958.04),
(483.29, 789.17, 976.74),
(-52.85, 965.01, 571.44),
(-258.1, -831.26, 914.51),
(528.1, -84.52, -805.35),
(313.49, 981.54, -891.66),
(-455.08, -715.81, 606.23),
(691.15, -337.59, 3.94),
(842.14, -519.38, 474.96),
(-484.61, 642.72, 991.02),
(791.86, -308.14, 743.81),
(591.82, 387.17, -678.77),
(842.15, -533.69, 256.7),
(-187.42, 425.75, 69.16),
(-695.67, -343.43, 688.39),
(-509.29, 983.3, -935.6),
(33.51, 253.26, -439.34),
(-768.84, 254.88, -53.21),
(299.33, 86.02, -49.6),
(115.21, 156.78, 492.09),
(409.91, -934.77, 221.35),
(470.53, 697.33, -564.74),
(-115.65, 515.82, 766.71),
(50.15, 967.71, -973.89),
(-298.41, 722.19, -958.7),
(360.2, -388.44, 899.22),
(-971.13, -215.72, -359.71),
(-259.08, -210.27, -456.45),
(26.49, 982.33, 776.58),
(890.25, -701.38, -10.27),
(-560.73, 800.24, 806.74),
(-240.74, 743.6, -956.71),
(-25.54, 515.91, -541.47),
(671.38, 615.37, 243.79),
(-366.7, 519.13, -482.96),
(-837.52, -359.73, 213.78),
(458.43, -902.17, -514.73),
(501.49, -981.24, 504.17),
(-731.45, -830.54, 381.71),
(995.17, 160.83, 520.53),
(728.42, 461.08, 508.71),
(792.03, 897.24, -901.13),
(691.76, 443.74, 951.25),
(-447.99, 372.33, -411.63),
(241.02, -667.82, 301.43),
(572.14, 229.77, 132.04),
(726.57, 854.98, -273.79),
(368.29, -758.04, -594.22),
(-838.66, 338.64, -544.82),
(-661.69, 387.41, -405.42),
(133.51, -483.19, 179.66),
(-382.87, -773.55, -462.12),
(-921.27, 232.84, 216.11),
(86.65, -442.45, 893.01),
(356.8, 84.43, -988.59),
(692.02, -460.04, -969.93),
(174.2, 494.45, 102.81),
(417.49, -40.05, -591.4),
(371.88, -784.23, -631.08),
(-2.8, -254.13, -162.24),
(-440.41, 429.1, -481.77),
(516.78, 843.38, 883.61),
(921.98, 563.78, -390.9),
(-474.54, 220.22, 717.6),
(761.95, 954.1, 253.05),
(847.5, 411.9, -337.73),
(454.72, 395.49, -720.84),
(-92.99, -209.94, -468.29),
(675.51, -965.0, -499.76),
(-897.9, 373.55, -53.99),
(334.39, 685.01, 866.73),
(-273.92, 289.71, -979.64),
(-196.28, -380.26, -107.42),
(-123.34, -334.25, -905.23),
(400.03, -418.98, -771.4),
(163.66, -330.62, -6.94),
(-731.86, 262.29, -444.58),
(749.83, 720.68, 63.87),
(-10.07, 242.3, 646.99),
(948.09, -855.94, -562.93),
(117.21, -514.45, -351.18),
(-861.74, -173.59, -615.57),
(-554.36, -154.0, 359.36),
(-735.69, -518.98, -721.92),
(-861.89, 166.7, -159.99),
(-712.29, -216.63, 727.01),
(882.12, 870.85, 906.71),
(162.32, 942.18, 641.22),
(454.61, -318.87, 586.67),
(497.28, 465.87, 896.84),
(-488.61, -244.99, -949.09),
(-144.38, 692.95, 220.39),
(-886.24, -518.41, -149.34),
(-117.04, -719.44, 164.72),
(796.76, -760.28, 410.82),
(609.36, -458.83, 289.05),
(697.8, -327.43, -485.92),
(-369.36, -535.42, 600.03),
(-689.45, -261.4, -109.53),
(175.63, 263.13, 64.93),
(-900.87, -73.33, 706.59),
(884.65, 593.13, 71.91),
(-488.66, 576.8, -822.57),
(422.97, 753.71, -619.68),
(-974.89, 620.62, -541.7),
(911.26, -801.55, -415.46),
(-271.35, 704.18, -324.23),
(192.17, -653.61, -427.18),
(297.85, -454.33, 790.63),
(-445.87, 27.14, 177.22),
(855.66, -523.65, 655.12),
(314.95, -137.82, -9.03),
(793.04, -620.32, 845.65),
(464.62, 326.7, -398.14),
(843.59, -156.46, -841.43),
(338.25, 643.56, 244.51),
(412.03, 723.1, -231.67),
(229.11, -274.8, 114.36),
(783.08, -669.41, -609.76),
(786.15, -122.88, -99.34),
(869.91, 965.12, -410.34),
(403.94, 472.01, 779.02),
(-313.27, -813.76, -971.86),
(-15.04, 377.89, -1.92),
(532.59, 579.63, 721.34),
(-208.46, 573.58, -10.02),
(-331.08, 496.05, -116.66),
(973.53, 684.6, -639.29),
(410.53, 399.99, 303.93),
(599.09, 651.67, -164.98),
(746.54, -398.29, 559.76),
(-458.32, 55.59, -632.51),
(-630.66, -474.37, 981.01),
(-630.19, -413.92, 481.85),
(-771.09, -148.45, -825.63),
(-902.43, 264.01, 960.45),
(-472.62, -985.4, -744.6),
(278.13, -852.12, 683.46),
(-665.04, -26.65, 296.83),
(642.83, -929.57, -368.11),
(-468.04, -786.79, -740.56),
(532.9, 691.5, 79.11),
(511.85, 312.45, -125.88),
(867.61, -718.49, 346.8),
(-201.24, 835.63, -476.01),
(-833.35, -895.39, -807.11),
(439.29, 945.9, -708.56),
(-87.09, 954.88, -96.94),
(990.42, 92.87, -223.74),
(468.49, -38.36, 81.13),
(181.27, 932.0, -536.77),
(-588.62, -605.27, -613.53),
(-946.11, 979.55, 355.29),
(66.51, 979.44, -638.99),
(-671.33, -346.17, 648.85),
(-107.47, -503.11, 40.75),
(-772.91, -650.53, -229.46),
(-569.49, -587.07, 636.65),
(635.3, -970.82, -712.07),
(902.23, 445.88, 979.5),
(213.21, 630.91, -374.65),
(-958.15, -804.7, 601.05),
(-128.92, -74.7, -553.72),
(-89.54, -76.47, 303.99),
(772.12, -811.12, -789.38),
(213.09, -483.7, -213.96),
(-556.42, 972.89, -515.11),
(30.59, 634.07, 443.33),
(246.99, -15.19, -437.59),
(987.46, -61.44, 16.84),
(-780.8, 649.28, -187.68),
(650.5, -99.26, 639.55),
(799.76, 500.99, -563.99),
(93.82, 271.6, -50.32),
(-744.17, 358.4, 274.63),
(-625.17, -976.8, 550.62),
(-63.65, 934.07, 565.57),
(-795.31, 662.54, -779.73),
(-305.39, -480.14, -20.99),
(79.04, 776.64, -614.16),
(-556.09, 186.05, 934.95),
(-373.49, 639.19, -737.32),
(569.78, 534.45, -818.35),
(-949.32, 349.05, 722.32),
(-313.36, -973.71, 154.7),
(302.86, -980.02, 34.46),
(703.73, -429.55, 655.55),
(315.5, 166.98, -482.47),
(697.98, 789.43, -780.31),
(71.08, 78.42, 53.23),
(126.95, -856.55, -405.15),
(-94.69, 488.3, -636.45),
(-163.28, 97.87, 480.3),
(648.88, 536.56, -272.28),
(191.47, -627.09, 934.97),
(743.24, -393.73, 123.78),
(639.43, -819.01, 156.49),
(137.76, -558.05, -714.02),
(-188.54, -938.99, -868.55),
(-523.79, -517.36, 382.42),
(494.15, -255.05, 996.41),
(-642.58, -792.35, 404.25),
(7.44, -509.21, 928.82),
(-981.63, 365.03, 824.69),
(-933.05, -368.23, 961.63),
(-761.49, 506.8, -734.46),
(760.64, -693.16, 628.41),
(208.77, -343.32, -849.52),
(-358.76, -635.03, -861.53),
(959.7, -369.95, -995.87),
(142.33, -661.63, 212.5),
(-489.09, 975.74, 286.34),
(160.2, -253.82, -261.95),
(903.02, 767.42, 722.29),
(-639.21, -943.73, 339.63),
(992.4, -680.89, 515.04),
(-702.11, 516.03, 284.04),
(-958.46, -890.01, 273.3),
(658.83, -539.06, 272.26),
(-336.37, -509.82, 774.72),
(540.57, 941.3, -889.82),
(809.91, 756.91, 190.6),
(-854.41, 877.16, -103.2),
(406.89, 840.17, 198.43),
(-743.02, -46.47, 641.01),
(-132.49, 220.27, 208.94),
(74.01, -604.13, -912.11),
(-253.32, 43.2, -184.52),
(109.76, -499.73, 754.0),
(-536.35, 355.69, -657.03),
(274.22, 649.13, -303.29),
(538.99, -714.17, -396.69),
(602.34, 556.85, -964.78),
(263.45, -584.65, -805.43),
(-722.53, 206.33, 113.57),
(884.6, -628.62, -393.37),
(875.79, -242.55, 696.98),
(50.32, -976.5, -174.57),
(-610.88, -185.47, -34.09),
(10.47, -810.92, -122.01),
(-950.44, -3.62, 459.0),
(-797.73, 819.44, 378.58),
(8.62, -818.12, -760.24),
(-881.17, -483.39, -805.41),
(-739.26, -606.42, 468.25),
(759.76, 810.76, 516.73),
(-876.95, -239.86, 184.33),
(-622.95, -545.53, 839.88),
(-500.66, -546.28, 807.13),
(-680.58, -543.77, 623.39),
(-938.44, -537.99, -852.44),
(-83.9, 281.98, -746.23),
(-260.61, 315.01, -193.95),
(-733.01, 623.62, 69.36),
(-61.42, -176.94, 342.22),
(49.1, -929.58, -78.92),
(-424.22, -696.77, 924.05),
(-764.71, -703.4, 20.19),
(96.45, 931.91, -340.11),
(-323.5, 230.03, -986.94),
(-902.02, -453.96, 38.31),
(667.16, -399.25, -796.77),
(-376.62, -829.05, -530.9),
(-827.37, 979.74, -391.89),
(-303.37, 823.73, 932.53),
(15.92, 566.15, 304.99),
(544.84, -211.46, 149.38),
(-526.86, 943.2, 706.63),
(765.03, -175.82, 663.26),
(40.74, -126.38, -722.3),
(484.18, -444.84, -141.27),
(319.93, -852.43, 316.24),
(-879.81, -751.47, 72.45),
(-204.54, 538.9, -299.19),
(886.33, 619.99, 105.56),
(-201.14, 806.61, -755.81),
(908.28, -146.05, 785.89),
(396.38, -650.4, -754.37),
(-907.66, -62.69, -340.28),
(20.3, 152.87, 106.89),
(-133.53, 147.01, -479.13),
(799.66, 537.67, -231.03),
(-915.34, 745.73, 342.3),
(-346.66, -635.67, 483.09),
(953.51, -186.51, 390.73),
(77.14, -3.31, 364.03),
(927.65, 80.73, 866.26),
(-866.63, 880.46, 781.56),
(-793.29, -278.48, -534.11),
(709.49, -33.8, 988.78),
(958.67, -309.31, -897.72),
(-290.9, 911.72, 745.67),
(-662.43, -256.16, 583.58),
(385.42, 706.06, 168.27),
(-419.39, 848.18, -16.58),
(187.65, -639.86, 978.34),
(209.85, -729.32, 93.99),
(-1.89, 728.19, 435.61),
(229.61, -44.19, -48.99),
(-232.86, -341.89, 434.95),
(948.82, -806.59, 694.97),
(-318.68, 843.53, -109.61),
(838.71, -149.04, -212.83),
(-332.76, 960.91, -559.56),
(527.71, -671.05, -392.85),
(412.35, 671.86, 578.89),
(-819.82, -870.62, -42.71),
(589.62, 622.88, -479.22),
(-968.2, -546.24, 528.52),
(90.59, -748.2, -505.32),
(405.85, -149.22, -774.84),
(29.43, -372.05, 654.81),
(-879.84, 82.21, 414.55),
(-123.77, 255.79, 888.69),
(342.0, 723.01, 402.16),
(-160.72, -329.73, -270.89),
(12.53, 861.09, 823.33),
(-353.54, -632.34, 338.75),
(924.41, -972.57, 496.24),
(-795.56, 112.85, 975.5),
(1.8, -568.94, 291.28),
(-29.79, -417.38, -74.87),
(-369.52, 840.0, 949.27),
(584.11, 687.88, -527.67),
(-90.78, -17.15, 508.69),
(970.15, -21.32, 412.85),
(458.59, 95.04, -308.38),
(-98.31, 198.73, -426.98),
(870.24, 787.42, 719.83),
(-348.11, -225.5, 539.03),
(993.09, -698.57, 962.29),
(-351.15, -928.49, 919.35),
(-997.32, 826.99, 187.05),
(-49.54, 619.87, 370.76),
(-16.37, 880.9, 505.16),
(388.84, -952.46, 14.7),
(-811.27, 824.49, 649.48),
(327.62, -311.01, -724.79),
(24.53, 730.6, -96.99),
(452.27, 581.39, -827.83),
(-285.51, -692.89, -196.73),
(-372.84, -397.42, 399.31),
(7.78, 951.52, 912.1),
(-256.51, -803.62, -333.9),
(255.89, -729.51, 960.86),
(-601.19, 408.28, -648.31),
(-226.89, -490.81, -138.83),
(-528.43, 664.11, 86.07),
(236.6, 701.86, -746.18),
(-637.45, -258.13, 146.11),
(-952.48, -695.9, 791.92),
(571.93, -997.6, -352.69),
(-680.8, 498.06, 774.06),
(977.53, 231.31, -714.06),
(662.56, 720.39, -620.63),
(-640.69, 271.9, 683.92),
(-475.74, 219.19, -74.12),
(626.04, -549.11, 686.71),
(47.62, -355.62, 451.2),
(874.75, 261.55, -318.71),
(-167.41, 673.68, -854.3),
(-800.31, -532.94, 446.19),
(-674.04, -624.45, -660.55),
(-475.56, 841.7, 549.9),
(181.42, 2.2, -53.57),
(-318.1, -627.31, 864.86),
(-441.41, 871.58, 815.16),
(715.4, -701.27, -526.52),
(768.03, -229.32, 879.59),
(-299.5, -45.97, 623.28),
(577.5, -495.91, 417.43),
(668.8, -463.28, 92.92),
(-346.21, -795.71, 256.38),
(-733.15, 120.54, -688.46),
(-833.34, -962.08, -570.65),
(238.61, 706.14, -576.97),
(968.51, -58.72, 402.81),
(957.17, -81.13, 774.86),
(936.27, -563.72, -73.09),
(756.7, -959.97, 451.48),
(102.32, -921.62, -938.07),
(-946.81, -165.99, 245.1),
(545.54, -399.54, 707.15),
(304.83, -869.07, 815.08),
(572.49, 825.08, -149.51),
(-49.67, 143.94, 454.39),
(147.0, 488.65, -575.97),
(320.51, 406.6, -549.31),
(-133.69, -577.46, -348.27),
(-973.77, 625.9, 765.28),
(431.29, -288.04, -289.7),
(-169.89, 722.55, 30.1),
(251.99, 49.77, 163.28),
(-417.9, -229.29, 520.36),
(399.5, -589.05, -725.25),
(46.24, 113.95, -34.17),
(263.59, -486.86, -11.27),
(-396.81, 743.16, 855.67),
(-325.67, 826.66, 689.19),
(358.91, 199.44, 314.63),
(-355.48, -843.59, -106.77),
(223.93, -654.25, 509.13),
(-974.29, -311.99, 681.04),
(762.03, 230.23, -16.26),
(9.08, -865.43, -325.48),
(161.69, -505.97, -831.13),
(-745.53, -62.1, 79.55),
(748.78, -879.87, 304.84),
(-522.89, 935.92, 543.24),
(-690.01, -141.23, -777.13),
(303.24, 485.44, 73.21),
(-540.49, 236.63, -586.23),
(118.34, -54.46, -591.21),
(-563.25, 940.2, 906.83),
(-553.21, 145.25, -805.34),
(-591.02, 623.68, -996.76),
(404.91, -934.14, -711.13),
(35.77, -59.55, 644.31),
(-642.61, -9.35, 84.47),
(867.16, 956.28, -138.68),
(-308.18, -49.31, 848.11),
(596.02, 215.0, 663.43),
(383.09, -84.41, 198.68),
(207.25, 44.75, -237.8),
(105.37, 774.72, 977.99),
(-492.82, 852.07, -873.35),
(-771.3, 433.84, 466.43),
(597.09, -989.77, 64.38),
(533.48, 964.87, 866.52),
(-476.03, 579.45, 56.7),
(-433.39, -673.75, -823.61),
(746.53, 210.61, 942.3),
(834.89, 281.42, -863.62),
(6.06, 714.61, -831.42),
(-105.11, 382.39, -902.54),
(-596.09, -685.81, 565.42),
(-919.5, 319.44, 295.36),
(-695.23, 318.67, 108.49),
(-889.2, 85.72, -568.3),
(821.68, 629.02, 736.44),
(393.04, 323.36, 37.8),
(-952.46, 350.46, -176.83),
(-23.26, 139.73, -363.42),
(-857.41, -131.34, 777.08),
(-396.42, -350.78, -819.36),
(377.26, -423.84, 928.11),
(-154.15, -834.05, -598.02),
(-735.54, -322.86, -386.73),
(827.13, -797.93, -397.87),
(315.03, 842.27, 626.58),
(-615.29, -735.78, -689.59),
(543.79, -830.07, 365.31),
(8.34, 584.22, -588.58),
(263.14, 609.12, -972.79),
(-51.04, -667.21, 869.76),
(630.05, -647.84, -798.57),
(-525.8, 711.95, 16.16),
(980.34, -959.53, -5.45),
(983.64, 204.22, -967.2),
(-210.14, -811.47, 811.41),
(-613.5, 219.18, -436.6),
(758.16, 746.17, -205.8),
(21.93, -505.67, -218.79),
(596.49, -524.03, 574.27),
(-892.86, -213.94, -319.5),
(-464.69, 636.6, -233.63),
(708.87, 293.52, 296.75),
(-604.26, 613.53, -537.33),
(-530.88, -216.75, 997.09),
(-897.8, -197.62, -795.18),
(376.88, -972.72, -793.0),
(766.29, -536.74, -414.64),
(-263.25, 874.52, 714.43),
(-775.84, 572.99, -793.91),
(337.67, -767.02, -443.63),
(-912.42, 793.77, -484.35),
(123.25, -422.71, -956.37),
(-409.52, 997.35, 75.48),
(551.84, 699.7, -290.88),
(229.19, 203.02, -240.75),
(568.79, -909.96, 103.07),
(385.12, -963.95, -878.95),
(-869.24, 551.36, 168.59),
(627.36, -848.29, -925.7),
(782.17, -350.68, -382.78),
(-603.4, 648.96, 635.55),
(662.3, 881.88, -849.34),
(916.99, 473.67, -559.84),
(894.46, 216.23, 849.86),
(-859.93, 653.34, -132.13),
(402.33, 145.53, 294.59),
(432.59, 799.32, -767.03),
(282.45, 718.67, -660.12),
(-839.54, -257.23, 48.36),
(852.94, -496.0, 192.12),
(-82.54, -843.01, -961.39),
(-639.9, 523.84, -89.18),
(593.72, -542.93, -774.92),
(-767.4, -629.6, 324.41),
(673.17, 817.15, -391.56),
(604.44, 449.58, 599.87),
(569.12, -787.99, -699.44),
(728.67, 417.87, 688.9),
(945.79, 965.17, -927.94),
(-242.84, -113.46, 498.72),
(-454.34, -427.36, 305.54),
(-945.88, 897.6, -380.18),
(425.05, 251.54, -8.48),
(909.63, -427.54, 508.11),
(-495.28, -180.88, 955.35),
(692.97, 415.57, -11.41),
(691.51, 354.56, -600.66),
(-250.25, -826.04, 796.66),
(-439.7, -182.46, -729.57),
(943.01, -821.38, -394.09),
(-343.62, 665.92, 998.92),
(-552.07, -107.66, 557.61),
(423.67, -853.63, 56.7),
(-860.84, 92.21, 224.61),
(-284.2, 471.89, -551.69),
(226.05, 10.92, -423.43),
(-139.63, -812.18, -924.12),
(613.49, -756.17, -530.3),
(-427.01, -801.09, 563.01),
(16.35, 300.54, 840.64),
(532.7, -515.82, 65.4),
(-44.58, 915.4, -466.88),
(49.91, -596.39, -325.3),
(570.09, 672.46, -95.0),
(-787.23, -928.14, -365.21),
(74.25, 654.82, -330.58),
(219.68, 344.53, -467.11),
(-455.58, -270.05, -561.16),
(-308.41, -757.97, -53.19),
(220.8, -586.37, 9.03),
(586.18, 307.61, -694.22),
(-726.38, -282.31, 455.89),
(-810.99, 177.06, 941.81),
(542.25, 997.02, -996.6),
(-314.66, -886.05, 641.96),
(882.9, -729.52, 244.32),
(75.2, -685.56, 168.61),
(-415.18, -286.95, -870.42),
(862.7, -261.23, 509.52),
(839.92, 432.3, -923.72),
(-900.27, 246.36, -462.08),
(-266.32, -671.72, 61.89),
(48.48, 26.03, 382.77),
(673.35, 279.06, -803.99),
(-224.44, 236.82, -933.61),
(593.95, 52.9, -342.37),
(985.7, -130.29, -765.77),
(-578.88, 216.47, 565.71),
(458.6, -882.24, 485.78),
(-192.56, -732.29, -714.02),
(-367.77, 808.72, 179.31),
(-537.6, -75.2, 952.25),
(67.45, -872.94, -754.87),
(533.56, -229.28, -915.12),
(204.73, -398.43, 430.17),
(-476.26, 856.23, 100.77),
(-226.84, -987.1, -330.79),
(-862.83, -411.87, 325.04),
(-859.05, 910.53, 205.25),
(762.28, 886.05, -198.8),
(831.54, 102.16, -124.26),
(377.93, 490.91, -126.23),
(-340.71, 352.24, 656.08),
(-936.86, 430.43, -257.01),
(-133.33, 818.23, -423.9),
(728.71, 955.47, -95.54),
(359.9, 233.71, -485.32),
(516.92, 184.89, 987.94),
(901.44, 303.14, 572.48),
(844.4, 106.12, -391.91),
(691.77, 69.13, 251.88),
(499.68, -969.53, 723.49),
(425.82, -847.07, 572.61),
(-312.04, 965.51, -973.0),
(-623.23, -966.5, 385.88),
(-191.8, 10.37, -24.77),
(-863.46, -140.03, -530.49),
(-178.74, 903.08, 939.0),
(-480.65, 956.61, 734.68),
(-733.34, 430.38, 564.1),
(216.03, 171.25, 134.56),
(-103.23, -637.97, 895.6),
(-939.94, -921.0, -783.21),
(-4.19, 979.93, 424.77),
(-935.8, -217.14, 783.66),
(198.27, 227.01, 811.33),
(-346.09, 987.78, -898.79),
(-861.06, 960.84, -982.04),
(-664.02, 527.22, 101.69),
(472.64, 144.37, -966.9),
(-968.47, -251.25, 333.79),
(-342.81, -663.82, 492.45),
(415.75, -410.91, 831.62),
(35.19, -703.88, -63.85),
(225.57, 371.68, -838.62),
(-392.19, 541.18, -35.51),
(499.4, -670.17, -494.11),
(-283.01, -357.0, 843.6),
(-111.96, -353.43, 942.67),
(192.39, -157.31, 323.12),
(-958.87, -540.82, -515.5),
(912.51, -619.8, 483.62),
(493.67, 625.31, -61.61),
(25.05, 781.69, 611.44),
(578.15, 601.53, -532.18),
(807.29, 595.5, -705.78),
(976.57, 272.08, -760.02),
(-350.2, -649.43, -265.93),
(250.56, -786.1, 388.22),
(-237.36, 34.63, 662.74),
(-338.56, 120.14, 43.48),
(-890.91, 344.11, 310.62),
(153.28, -153.94, 935.41),
(743.15, 542.79, 407.35),
(868.16, 259.26, -190.46),
(85.47, 975.12, 907.43),
(584.81, 293.96, 410.43),
(144.19, 461.55, -200.79),
(9.64, 363.43, -32.26),
(193.75, -631.37, 276.48),
(-783.89, -778.45, 491.95),
(-26.26, -496.06, -737.08)
